Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	phi	pi0	theta_1	swap_cold	topo_hash	kPrime_42	kPrime_43	kPrime_44	kPrime_45	kPrime_46	kPrime_47	kPrime_48	kPrime_49	kPrime_50	kPrime_51	kPrime_52	kPrime_53	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	kPrime_188	kPrime_189	kPrime_190	kPrime_191	kPrime_192	kPrime_193	kPrime_194	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
55200	-1061.80907344569	-988.416528206149	1.87634275033626	1.0461659601498	0.454570753252104	0.989515515658553	0.550890713494762	0.0479943680819815	0.772266289441503	0.238033392314269	2	1015626317364786	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0134035990329138	0.0214701287997265	0.0188849205603069	0.0448533759758417	0.0256045905986336	0.0419479167768354	0.0223376091978052	0.101080609572421	0.0429235165002279	0.0175248850766984	0.00595239793262013	0.0121294075666833	0.0169977564768703	0.0133129473361343	0.0165439950104852	0.0359136665695838	0.145733344798358	0.0567057060242484	0.0300563504082658	0.0394155841050654	0.0228281578791296	0.0870359417918592	0.0186668104744247	0.0171666523276063	0.0337970755136755	0.00871514789675251	0.0240073575300266	0.019158300280874	0.0150059745830169	0.0308262734029094
55400	-1033.55186827847	-984.91072504502	1.72619453047097	1.13363357534055	0.252929032571523	0.994030000585475	0.718650548072482	0.0479943680819815	0.772266289441503	0.260280388446763	2	2927616668783632	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0134035990329138	0.0214701287997265	0.0188849205603069	0.0448533759758417	0.0256045905986336	0.0419479167768354	0.0223376091978052	0.101080609572421	0.0429235165002279	0.0175248850766984	0.00595239793262013	0.0121294075666833	0.0174191341754339	0.0133129473361343	0.0165439950104852	0.0359136665695838	0.145733344798358	0.0562843283256848	0.0300563504082658	0.0394155841050654	0.0228281578791296	0.0870359417918592	0.0186668104744247	0.0171666523276063	0.0337970755136755	0.00871514789675251	0.0240073575300266	0.019158300280874	0.0150059745830169	0.0308262734029094
55600	-1050.26146921527	-994.893620079572	1.16708982746253	0.472201457696405	1.16131166592234	0.992291493146143	0.493975663459419	0.0703512483119564	0.747013467850536	0.245205974126419	6	2927616668783632	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0134035990329138	0.0214701287997265	0.0188849205603069	0.0448533759758417	0.022493358078675	0.0419479167768354	0.0223376091978052	0.101080609572421	0.0429235165002279	0.0175248850766984	0.00595239793262013	0.0121294075666833	0.0124284623087789	0.0133129473361343	0.0165439950104852	0.0359136665695838	0.145733344798358	0.0562843283256848	0.0377254336146945	0.0317465008986367	0.0228281578791296	0.0870359417918592	0.0186668104744247	0.0171666523276063	0.0369083080336342	0.00871514789675251	0.0240073575300266	0.019158300280874	0.024410294333496	0.0264126255190852
55800	-1081.55435316162	-999.415623066626	1.6637132983371	2.11651333647601	0.113878538361345	0.977538117293866	0.554656372151252	0.0703512483119564	0.747013467850536	0.235386138651868	2	2927616668783632	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	0.00900470002958901	0.0256115202324529	0.0169298636325606	0.0246840656487239	0.0602285122806281	0.0372289954186329	0.0223376091978052	0.110278607706564	0.0429235165002279	0.0175248850766984	0.00821221258007929	0.0256044917772465	0.0124284623087789	0.0239023081335297	0.0313267090281909	0.0423577417407104	0.142921051305968	0.0292544106547508	0.0269745027278124	0.0317465008986367	0.0615962397973483	0.0397704077184228	0.0177803614599955	0.00986335090316523	0.0410167735926906	0.008692155501068	0.0154445639456588	0.0236256429854401	0.0143172116975393	0.0264126255190852
56000	-1101.41891608125	-1009.80354541929	1.32789779596572	0.856499086870387	0.865900908243097	0.998784163151331	0.472317300856458	6.48919323337297	0.743684388644206	0.792868497605441	9	7749069390040571	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00664969836096753	0.0556498838821708	0.135620757152288	0.0387411208575353	0.0232936640533654	0.0205982859311419	0.0115354031000925	0.0469775578892384	0.0096663188283896	0.0327778411757991	0.0183313217046916	0.0204625294822371	0.0332321723667474	0.0038877433394048	0.0101608800207595	0.0276862644956857	0.166923158846983	0.0113487841834624	0.0298573756636695	0.0218038532341467	0.021616093584448	0.0165092885310589	0.0212323942692403	0.0247094017386328	0.0330188880025604	0.00736696601470271	0.0306932048496789	0.0331996126134569	0.0490484203165015	0.0374011155109442
56200	-1081.05645423985	-992.407952235136	1.66522764263717	0.657007660225652	0.826861807657534	0.995763327448559	0.245159877529081	0.0452675602219334	0.747013467850536	0.238549713683248	13	5252329851343022	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	0.000476523801338856	0.0317806962433979	0.0603351995273401	0.0256154025487113	0.0440446134635672	0.110278607706564	0.0376624642268147	0.0175248850766984	0.00821221258007929	0.0208102927127437	0.0124284623087789	0.0286965071980325	0.0299079063232087	0.0465031965681046	0.142921051305968	0.0292544106547508	0.0269745027278124	0.0317465008986367	0.0298643654850391	0.0397704077184228	0.0177803614599955	0.0213757892875323	0.0231423048264179	0.00889080428454546	0.0429591008177024	0.0300501034818165	0.0143172116975393	0.0264126255190852	0.0233336259167955	0.0169298636325606
56400	-1083.12989874319	-989.071970532593	1.40156017649015	0.473985740216661	0.589168672642079	0.995763327448559	0.424272184321041	0.120450973185774	0.747013467850536	0.263341273698457	8	8983782022973039	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.000476523801338856	0.0317806962433979	0.0419002461691816	0.0176164737861849	0.070478495584252	0.0233336259167955	0.110278607706564	0.0233675579598302	0.0175248850766984	0.0124288868267324	0.0228035583992249	0.0124284623087789	0.0286965071980325	0.0299079063232087	0.0465031965681046	0.142921051305968	0.0292544106547508	0.0117521504942018	0.0275893196987475	0.0298643654850391	0.0397704077184228	0.033002713693606	0.0298404495283431	0.0231423048264179	0.00889080428454546	0.0429591008177024	0.0300501034818165	0.0143172116975393	0.0301901128120138	0.0169298636325606
56600	-1093.2405936117	-1002.36507454996	1.21407665966901	0.375444070262366	0.351858011139176	0.948515174957365	0.553600735046533	0.0987676800562244	0.728509414206442	0.447781162487975	6	8983782022973039	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.000476523801338856	0.0317806962433979	0.0419002461691816	0.0220147420995961	0.070478495584252	0.0189353576033843	0.110278607706564	0.0233675579598302	0.0175248850766984	0.0124288868267324	0.0228035583992249	0.0124284623087789	0.0300535786406906	0.0299079063232087	0.0465031965681046	0.142921051305968	0.0292544106547508	0.0117521504942018	0.0275893196987475	0.0285072940423809	0.0397704077184228	0.033002713693606	0.0298404495283431	0.0231423048264179	0.00889080428454546	0.0429591008177024	0.0300501034818165	0.0143172116975393	0.0301901128120138	0.0169298636325606
56800	-1096.29435674278	-991.302526131517	1.15335420386137	0.661407034609461	0.986566253498518	0.940855199018886	0.413006113926023	0.0987676800562244	0.774900967954714	0.333944529554884	10	8983782022973039	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	4	2	3	2	2	2	2	0.000476523801338856	0.0317806962433979	0.0419002461691816	0.00721030777011044	0.0515914953908752	0.0189353576033843	0.110278607706564	0.0651949722080449	0.0175248850766984	0.0166762870476101	0.0228035583992249	0.0124284623087789	0.0300535786406906	0.0196757553363515	0.0512869905898352	0.142921051305968	0.0292544106547508	0.0117521504942018	0.0275893196987475	0.0285072940423809	0.0397704077184228	0.0250239027872755	0.0298404495283431	0.0231423048264179	0.00889080428454546	0.03801813797695	0.0300501034818165	0.0143172116975393	0.0361748635779933	0.0169298636325606
57000	-1087.67811389348	-1014.75579607622	0.940030073607809	0.672651942758189	1.35656844837465	0.959687339249542	0.817923429048526	0.0987676800562244	0.794923433767006	0.380865619980594	34	8368134325697085	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	0.000476523801338856	0.0317806962433979	0.0419002461691816	0.00721030777011044	0.0515914953908752	0.0189353576033843	0.110278607706564	0.0651949722080449	0.0235781729863604	0.0166762870476101	0.0228035583992249	0.0124284623087789	0.0300535786406906	0.0196757553363515	0.0512869905898352	0.00324539393048897	0.142921051305968	0.0292544106547508	0.0268709426541772	0.0275893196987475	0.0285072940423809	0.0356661651715972	0.019558772661821	0.0231423048264179	0.00889080428454546	0.03801813797695	0.0341543460286421	0.0218408807367325	0.0361748635779933	0.0202943002470388
57200	-1083.30174602446	-1000.01127902618	1.19560889272105	0.634090507702263	0.943541779273709	0.97409271168516	0.41525565406675	6.48919323337297	0.73237302591086	0.750244071670605	39	7749069390040571	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.000589948544568284	0.0370221757361386	0.138833164545192	0.032350289315876	0.0244125103447222	0.0377938460304353	0.0156545755406765	0.052066622730058	0.0357973183264766	0.0332500102203499	0.0170440965915614	0.0131998400433282	0.0280516391741003	0.0258472638497375	0.0201681339214425	0.0113193363354122	0.166923158846983	0.0184716117719508	0.050708435139551	0.0254953560011355	0.0337428892794621	0.00764694021072189	0.0212323942692403	0.0208802321103582	0.0310806528386097	0.00730757100500216	0.0214905482073002	0.0109544646158123	0.0341612560949795	0.0265037183588183
