Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	swap_cold	topo_hash	kPrime_42	kPrime_43	kPrime_44	kPrime_45	kPrime_46	kPrime_47	kPrime_48	kPrime_49	kPrime_50	kPrime_51	kPrime_52	kPrime_53	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	kPrime_188	kPrime_189	kPrime_190	kPrime_191	kPrime_192	kPrime_193	kPrime_194	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
65400	-970.900060231907	-1038.97165123494	1.55613308465758	0.412256695192651	0.432953619568681	0.997305028919635	0.48743141718038	2	2061006321433669	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0160072212568764	0.172335087033276	0.0222708718489504	0.149478490932568	0.0116570818151835	0.0412373024056753	0.0135799807441653	0.0134055488613879	0.0116570818151835	0.0420453901399761	0.0357959677171937	0.0269120684798014	0.00425378222978266	0.0454164964117616	0.0207812306639439	0.0252646894166621	0.0148473957206929	0.0316016204217561	0.0523095543179504	0.0096464138599143	0.0435044594024514	0.0174780800144322	0.0226368731553473	0.047328593265673	0.0160072212568764	0.0386085678352322	0.0105755909852324	0.0188171688581247	0.0183297709568169	0.0062103981771121
65600	-973.537774064457	-1035.42833325456	1.25889933828734	0.480670935851564	0.89060571953609	0.990232838537867	0.549887181434902	2	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0160072212568764	0.0160072212568764	0.172335087033276	0.0611049356877335	0.149478490932568	0.0116570818151835	0.0412373024056753	0.0135799807441653	0.0134055488613879	0.0116570818151835	0.0420453901399761	0.0361023477582083	0.0447419174137151	0.00425378222978266	0.0454164964117616	0.0140769453582103	0.0141557863837472	0.0251052994050111	0.0316016204217561	0.0283837104396808	0.0096464138599143	0.0435044594024514	0.0174780800144322	0.0192111515556324	0.047328593265673	0.0105755909852324	0.0165451251538354	0.0188171688581247	0.0183297709568169	0.0062103981771121
65800	-968.593508481773	-1036.72677281387	1.56125514205699	0.754109019393369	0.127345401690791	0.999942529287703	0.65776648310956	4	837987444108624	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0160072212568764	0.0160072212568764	0.172335087033276	0.0611049356877335	0.149478490932568	0.0116570818151835	0.0412373024056753	0.034019292532676	0.0134055488613879	0.0116570818151835	0.0420453901399761	0.0361023477582083	0.0203401224533929	0.00425378222978266	0.0380060933627176	0.0140769453582103	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0266531575220533	0.0096464138599143	0.0435044594024514	0.0174780800144322	0.0266215546046764	0.047328593265673	0.0105755909852324	0.0165451251538354	0.0188171688581247	0.0183297709568169	0.0123563446872999
66000	-985.151407168437	-1039.0983707118	0.929879011779193	0.164865042069084	1.16006110633579	0.947781995413713	1.11280171834111	0	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00137309511463696	0.0160072212568764	0.172335087033276	0.0611049356877335	0.149478490932568	0.0088136763901998	0.0412373024056753	0.0385830309990984	0.0134055488613879	0.0116570818151835	0.0420453901399761	0.0361023477582083	0.0203401224533929	0.00226978061732164	0.0380060933627176	0.0140769453582103	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0329353626166403	0.00362787733634965	0.0435044594024514	0.0174780800144322	0.0266215546046764	0.047328593265673	0.0105755909852324	0.0151720300391985	0.0348243901150011	0.0183297709568169	0.0123563446872999
66200	-977.482355294662	-1034.61205244137	1.35932518398015	0.482001023656865	1.00699461185444	0.990112746679979	0.266506280835402	4	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0141469029943069	0.0160072212568764	0.178047442413897	0.0611049356877335	0.149478490932568	0.000642859706227718	0.0390586438829158	0.0385830309990984	0.0134055488613879	0.0116570818151835	0.0420453901399761	0.0361023477582083	0.0203401224533929	0.0131848926230435	0.0380060933627176	0.0140769453582103	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0329353626166403	0.00305593464531568	0.0435044594024514	0.0174780800144322	0.0266215546046764	0.047328593265673	0.0105755909852324	0.0151720300391985	0.0163445327467542	0.0183297709568169	0.0123563446872999
66400	-966.473280115992	-1033.86407067993	1.25474089344511	0.55876149846982	0.899713035931506	0.996383878426648	0.45734059576024	0	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00787336980259367	0.0281177546705764	0.167333478889388	0.0611049356877335	0.149478490932568	0.000642859706227718	0.0390586438829158	0.0385830309990984	0.0134055488613879	0.0116570818151835	0.0420453901399761	0.0361023477582083	0.0203401224533929	0.0131848926230435	0.0380060933627176	0.0140769453582103	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0329353626166403	0.00305593464531568	0.0435044594024514	0.0174780800144322	0.0266215546046764	0.047328593265673	0.00567097954186987	0.0157175299141829	0.025580607617654	0.0183297709568169	0.0123563446872999
66600	-972.206837240575	-1033.57456944536	1.4217185149188	0.629743614392157	0.548223405891364	0.982449794501051	0.43489851403463	10	2061006321433669	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.000555571670695041	0.167333478889388	0.0611049356877335	0.149478490932568	0.000642859706227718	0.0390586438829158	0.0385830309990984	0.0134055488613879	0.0116570818151835	0.0420453901399761	0.0361023477582083	0.0203401224533929	0.0131848926230435	0.0380060933627176	0.0140769453582103	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0329353626166403	0.00305593464531568	0.0435044594024514	0.0174780800144322	0.0266215546046764	0.047328593265673	0.00731779813189863	0.0157175299141829	0.0337887342124463	0.025580607617654	0.0183297709568169	0.0123563446872999
66800	-965.96548596299	-1034.56320903463	1.53526667245779	0.464589600186796	0.0542073382659142	0.999175364611332	0.570837904193615	2	2061006321433669	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0079155357612998	0.167333478889388	0.0611049356877335	0.142980415374132	0.00107724805148781	0.0469714977861725	0.0266340563454947	0.00705771491016546	0.0121847598456992	0.0420453901399761	0.0361023477582083	0.0203401224533929	0.0131848926230435	0.0380060933627176	0.0140769453582103	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0329353626166403	0.00812736007753468	0.0455048402560924	0.0168051928948849	0.0266215546046764	0.047328593265673	0.00947887875921038	0.0157175299141829	0.0337887342124463	0.025580607617654	0.0183297709568169	0.0123563446872999
67000	-978.33669619267	-1034.69604346253	1.27697393450477	1.25507281654035	0.85352565799034	0.984651272264502	0.638671275108396	2	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0173944145205102	0.0190494336805029	0.167333478889388	0.0611049356877335	0.142980415374132	0.00107165797326377	0.0469714977861725	0.0266340563454947	0.00705771491016546	0.0121903499239232	0.0420453901399761	0.0361023477582083	0.0203401224533929	0.00853681104879639	0.0380060933627176	0.0136943633960904	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0329353626166403	0.00850994203965462	0.0455048402560924	0.021453274469132	0.0266215546046764	0.047328593265673	0.0147393005319434	0.0157175299141829	0.025580607617654	0.0183297709568169	0.0123563446872999
67200	-966.345911040313	-1033.14977892761	1.30430259150495	0.527858508076172	0.897718534668015	0.992319316387282	0.314111610800133	0	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0173944145205102	0.0190494336805029	0.167333478889388	0.0611049356877335	0.142980415374132	0.00788491481806053	0.0420453901399761	0.0266340563454947	0.00705771491016546	0.0121903499239232	0.0469714977861725	0.0361023477582083	0.0203401224533929	0.00853681104879639	0.0380060933627176	0.0136943633960904	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0261221057718436	0.00850994203965462	0.0455048402560924	0.021453274469132	0.0266215546046764	0.047328593265673	0.0147393005319434	0.0157175299141829	0.025580607617654	0.0183297709568169	0.0123563446872999
67400	-976.598759335425	-1034.80496225589	1.55948392432129	1.02265824006324	0.566545122533335	0.960699269344894	0.384328528072982	0	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.023143697758361	0.0190494336805029	0.167333478889388	0.0611049356877335	0.142980415374132	0.000789436040227563	0.0420453901399761	0.0266340563454947	0.0252656208918622	0.0121903499239232	0.0287635918044757	0.0361023477582083	0.0203401224533929	0.00853681104879639	0.0380060933627176	0.0136943633960904	0.0141557863837472	0.0212773379530011	0.0349766714530173	0.0261221057718436	0.0174598292784878	0.0455048402560924	0.028548753246965	0.0266215546046764	0.0383787060268398	0.00899001729409261	0.0157175299141829	0.025580607617654	0.0183297709568169	0.0123563446872999
67600	-964.740809236833	-1032.73384636743	1.0443674895319	0.311962356704431	0.824931556345269	0.996751082945738	0.557487945519989	0	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0164607309170497	0.00756886163019172	0.167333478889388	0.0611049356877335	0.142980415374132	0.000789436040227563	0.0420453901399761	0.0255758548210243	0.0252656208918622	0.0121903499239232	0.0287635918044757	0.0383966210448383	0.0203401224533929	0.00853681104879639	0.0380060933627176	0.0147525649205608	0.0141557863837472	0.0212773379530011	0.0229323479927137	0.0261221057718436	0.0174598292784878	0.0455048402560924	0.028548753246965	0.0266215546046764	0.0383787060268398	0.00899001729409261	0.023032610306986	0.0243897185490652	0.0359213403191216	0.0165541730660768
67800	-987.509967898168	-1034.16550313619	1.3025851124844	0.252539953682373	0.437640729080507	0.975132785338171	0.468309684211246	2	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0164607309170497	0.00756886163019172	0.167333478889388	0.0642932279769202	0.142980415374132	0.000789436040227563	0.0420453901399761	0.0255758548210243	0.0252656208918622	0.0121903499239232	0.0287635918044757	0.0292552047384753	0.0333755586613169	0.00490714121463709	0.0286067953686257	0.0206992205580642	0.0141557863837472	0.0212773379530011	0.0229323479927137	0.0261221057718436	0.0174598292784878	0.0455048402560924	0.028548753246965	0.0266215546046764	0.0383787060268398	0.00899001729409261	0.023032610306986	0.0243897185490652	0.0359213403191216	0.0165541730660768
68000	-976.729722357973	-1037.36996247306	0.56720498760091	0.310455920619807	2.06497179055038	0.984726574206682	0.632924274202311	2	1644490444877607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0164607309170497	0.00756886163019172	0.167333478889388	0.0647648601296449	0.142980415374132	0.000789436040227563	0.0420453901399761	0.0255758548210243	0.0252656208918622	0.0117187177711984	0.0287635918044757	0.0292552047384753	0.0206400707768542	0.00490714121463709	0.0286067953686257	0.0206992205580642	0.0141557863837472	0.0212773379530011	0.0229323479927137	0.0261221057718436	0.0174598292784878	0.0455048402560924	0.028548753246965	0.0266215546046764	0.0383787060268398	0.00899001729409261	0.023032610306986	0.0243897185490652	0.0486568282035844	0.0165541730660768
68200	-969.639347973011	-1035.02888517365	0.420904680916789	0.649715334228146	3.00820192350935	0.999111621859875	0.63408761534462	0	6637734902190962	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0243897185490652	0.0486568282035844	0.00756886163019172	0.167333478889388	0.0647648601296449	0.142980415374132	0.000789436040227563	0.0420453901399761	0.0255758548210243	0.0252656208918622	0.0117187177711984	0.0287635918044757	0.0292552047384753	0.0206400707768542	0.00490714121463709	0.0286067953686257	0.0206992205580642	0.0141557863837472	0.0212773379530011	0.0229323479927137	0.0261221057718436	0.0174598292784878	0.0455048402560924	0.0205107597246316	0.0266215546046764	0.0383787060268398	0.0170280108164259	0.023032610306986	0.0165541730660768	0.0164607309170497
68400	-970.011695187525	-1034.67184147197	0.404697973540681	0.570045316234106	3.46602553267152	0.996341142754172	0.240461220751546	4	6637734902190962	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0243897185490652	0.0371022770397813	0.00313020950316421	0.167333478889388	0.0647648601296449	0.142980415374132	0.0154980888549599	0.0420453901399761	0.0255758548210243	0.0252656208918622	0.0117187177711984	0.0287635918044757	0.0343369894278583	0.0206400707768542	0.00490714121463709	0.0286067953686257	0.0206992205580642	0.0141557863837472	0.0212773379530011	0.0229323479927137	0.0261221057718436	0.0136625950652031	0.0455048402560924	0.0205107597246316	0.0266215546046764	0.0383787060268398	0.0170280108164259	0.023032610306986	0.0165541730660768	0.0164607309170497
68600	-975.277016263726	-1033.43514714795	0.293567942037669	0.389614858673569	3.47425129126969	0.999136855814379	0.554513001866827	2	6637734902190962	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0243897185490652	0.0524339160346238	0.00503925963428706	0.167333478889388	0.0647648601296449	0.142980415374132	0.0154980888549599	0.0420453901399761	0.0255758548210243	0.0126377338816341	0.00873215321211773	0.0287635918044757	0.0343369894278583	0.0206400707768542	0.00490714121463709	0.0286067953686257	0.0206992205580642	0.0237274047617368	0.0212773379530011	0.013360729614724	0.0261221057718436	0.0185797992265776	0.0455048402560924	0.0205107597246316	0.0266215546046764	0.0383787060268398	0.0170280108164259	0.023032610306986	0.0165541730660768	0.00991728919901866
68800	-971.908954860322	-1038.27487160083	0.533310369393582	0.536909683355542	2.28271062193932	0.998294782792026	0.282767299888833	18	6637734902190962	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0243897185490652	0.0524339160346238	0.00503925963428706	0.167333478889388	0.0647648601296449	0.158478504229092	0.0210226950699881	0.0210226950699881	0.0255758548210243	0.0126377338816341	0.0287635918044757	0.00873215321211773	0.0343369894278583	0.0299467928595162	0.00490714121463709	0.0286067953686257	0.0206992205580642	0.0237274047617368	0.0212773379530011	0.0104397600805245	0.0183170979320147	0.0132117918673649	0.0455048402560924	0.0205107597246316	0.0266215546046764	0.0383787060268398	0.0170280108164259	0.023032610306986	0.0287214213523107	0.00453730356336399
69000	-966.709435221522	-1033.40833212506	0.800815547367379	0.307077540441178	1.07623048719024	0.990150904196845	0.649302925943983	44	3766005828716100	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0243897185490652	0.0524339160346238	0.00503925963428706	0.167333478889388	0.0647648601296449	0.158478504229092	0.0123890725715941	0.0255758548210243	0.0126377338816341	0.0210226950699881	0.0287635918044757	0.0210226950699881	0.0343369894278583	0.0299467928595162	0.00490714121463709	0.0286067953686257	0.0206992205580642	0.0237274047617368	0.0212773379530011	0.0104397600805245	0.0183170979320147	0.0132117918673649	0.0455048402560924	0.0205107597246316	0.0266215546046764	0.0383787060268398	0.0170280108164259	0.023032610306986	0.0250645019928343	0.00453730356336399
