Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	swap_cold	topo_hash	kPrime_50	kPrime_51	kPrime_52	kPrime_53	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	kPrime_188	kPrime_189	kPrime_190	kPrime_191	kPrime_192	kPrime_193	kPrime_194	kPrime_195	kPrime_196	kPrime_197	kPrime_198	kPrime_199	kPrime_200	kPrime_201	kPrime_202	kPrime_203	kPrime_204	kPrime_205	kPrime_206	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
52400	-1020.87125903823	-1081.33298410669	0.420405868876624	0.757065064518456	2.05697780543743	0.993331721586637	0.480419994110272	36	5831457226870443	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0199874226071452	0.0226242315721062	0.00276237233549857	0.0520535512978627	0.137818237406966	0.0220797709672814	0.0183563017001804	0.000808642534791953	0.0308456340949072	0.0415497997616643	0.0537535510573205	0.00260603342079665	0.0597478788589955	0.10298949922236	0.000153239135803811	0.0526705812627335	0.0193681445777757	0.018387940777211	0.0334221086552438	0.0128126249389579	0.0541644546067779	0.0262578250381984	0.0360070372616202	0.0219264722155282	0.024910179843324	0.0295091503290555	0.0372126271679457	0.0205118113663737	0.0180440649449394	0.0266588110406341
52600	-1032.73238291197	-1079.04110693881	1.11628390918029	0.475344467692671	0.435763517859102	0.970171553722072	0.291364053413634	47	4685889259613480	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0150662678837361	0.0227036214177526	0.0633345523541442	0.0412447009650727	0.132925561669027	0.0189272276940832	0.0189272276940832	0.0493938844096599	0.0169051793387345	0.0419727821812583	0.0542945319421768	0.0396397213178283	0.00116994047502819	0.0150190986405707	0.0355731228429455	0.0532269832512999	0.0267621545383729	0.0221628945440841	0.0951828679605281	0.0113227063068887	0.0074904183124759	0.0229927087868014	0.0266856639582223	0.0237288570905545	0.0169007696036259	0.0275866947824308	0.0335382544460879	0.0218831440427422	0.0307912932905744	0.0126471682592097
52800	-1025.74757960645	-1081.65002410356	1.11628390918029	2.6320279525949	0.591666782075175	0.984513577085795	0.501468508536069	22	4685889259613480	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0150662678837361	0.0227036214177526	0.0551272626474891	0.0412447009650727	0.132925561669027	0.0189272276940832	0.0189272276940832	0.0493938844096599	0.0169051793387345	0.0419727821812583	0.0542945319421768	0.0396397213178283	0.00116994047502819	0.0150190986405707	0.0355731228429455	0.0532269832512999	0.0267621545383729	0.0221628945440841	0.0772199564762737	0.0129863738333116	0.0074904183124759	0.0229927087868014	0.0266856639582223	0.0220651895641315	0.0169007696036259	0.0537568959733402	0.0335382544460879	0.0218831440427422	0.0307912932905744	0.0126471682592097
53000	-1026.97097484434	-1084.00510204657	1.16388694646971	1.27647517544641	0.00152130151152429	0.991508889935616	0.723717177332334	30	4685889259613480	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0232449592648281	0.0227036214177526	0.0551272626474891	0.0412447009650727	0.132925561669027	0.0189272276940832	0.0189272276940832	0.0493938844096599	0.0169051793387345	0.0419727821812583	0.0542945319421768	0.0396397213178283	0.00116994047502819	0.00371521120733745	0.0355731228429455	0.0532269832512999	0.0267621545383729	0.0221628945440841	0.0706972274973774	0.0129863738333116	0.0074904183124759	0.0229927087868014	0.0201593101736925	0.0220651895641315	0.0169007696036259	0.0537568959733402	0.0335382544460879	0.0218831440427422	0.0307912932905744	0.0288214470747772
53200	-1036.69704959509	-1084.62660693725	1.16388694646971	0.964521162811757	0.494685701589428	0.952453777036758	0.661167525491068	46	8744354605381676	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0179642341407741	0.0227036214177526	0.0551272626474891	0.0302082137329107	0.132925561669027	0.0200648595265977	0.033953396114072	0.0493938844096599	0.0169051793387345	0.0419727821812583	0.0542945319421768	0.0396397213178283	0.00116994047502819	0.00371521120733745	0.0355731228429455	0.0532269832512999	0.0191213401784272	0.0221628945440841	0.0706972274973774	0.0129863738333116	0.0129603900867643	0.0229927087868014	0.014689338399404	0.0220651895641315	0.0327312374838178	0.0355755965209747	0.0232461862658757	0.0423202702587865	0.0307912932905744	0.0288214470747772
53400	-1016.00479772453	-1077.71990211195	1.12164630536005	0.544470502059473	0.58804321838539	0.984378130756975	0.279048477463911	23	8221768319412942	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0069555998837636	0.0133294055203171	0.0159346408236604	0.00276237233549857	0.0520535512978627	0.137818237406966	0.0220797709672814	0.00821716305276131	0.00738825625622151	0.0505162654085271	0.0437070305951312	0.0537535510573205	0.0141648896522384	0.0597478788589955	0.0921583274650617	0.0173402021286351	0.0193681445777757	0.0129012165761135	0.0246071962020036	0.0362768195991987	0.0289841806640121	0.0434977308344326	0.0243653125950175	0.0360070372616202	0.0298936965930976	0.0194564035232836	0.0720229369830298	0.0293509025067149	0.0180440649449394	0.00729721442851852
53600	-1023.40156279491	-1075.55653453704	1.12164630536005	1.15216832239057	0.587218960694695	0.990844303236664	0.36210895884482	4	7936758197668383	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00839323273191232	0.00839323273191232	0.0317983337786189	0.0400248416122826	0.137818237406966	0.0220797709672814	0.00821716305276131	0.00738825625622151	0.0505162654085271	0.0437070305951312	0.0356381512358556	0.0252234277068075	0.0597478788589955	0.0921583274650617	0.0232033270271372	0.0193681445777757	0.0290286880511707	0.0142118615273538	0.0362768195991987	0.0236757259120346	0.0434977308344326	0.0251750250855574	0.0360070372616202	0.0298936965930976	0.0194564035232836	0.0720229369830298	0.0293509025067149	0.00590987103501202	0.0144195319028092	0.00739814777143688
53800	-1027.03815639077	-1079.32330525459	1.28550485088175	1.33235560067591	0.17744082652035	0.971274521593165	0.846279836765239	2	7936758197668383	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00839323273191232	0.00839323273191232	0.0317983337786189	0.0400248416122826	0.137818237406966	0.0220797709672814	0.00821716305276131	0.00738825625622151	0.0505162654085271	0.0437070305951312	0.0356381512358556	0.0322908024311095	0.0597478788589955	0.0921583274650617	0.0232033270271372	0.0193681445777757	0.0290286880511707	0.0142118615273538	0.0292094448748966	0.0236757259120346	0.0434977308344326	0.0251750250855574	0.0360070372616202	0.0298936965930976	0.0194564035232836	0.0720229369830298	0.0293509025067149	0.00590987103501202	0.0144195319028092	0.00739814777143688
54000	-1031.82718406374	-1080.14413606185	0.845338747968843	1.16351241565948	0.891800439944261	0.965142029570813	0.612483613774343	11	3521318235350484	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0179642341407741	0.0327597004530296	0.0625518704195793	0.0410868389244682	0.14062441313636	0.000932840711441148	0.033953396114072	0.0542945319421768	0.0252679452249817	0.0169051793387345	0.0445994978252383	0.0174762948008312	0.0281584545596151	0.013964029358108	0.0355731228429455	0.0526332919354577	0.0299359325442837	0.0238800647069035	0.0706972274973774	0.012527552558224	0.0129603900867643	0.0229927087868014	0.00508821245556397	0.0224971419531457	0.0234333360167282	0.0149265165006031	0.0232461862658757	0.067155200001897	0.0307912932905744	0.0211225956074447
54200	-1041.01785949702	-1075.93648702394	0.763584361528777	0.884924477343892	0.96152738266053	0.967466665035933	0.622234621402834	27	8903178883040665	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00590987103501202	0.0144195319028092	0.0140801422085209	0.0317983337786189	0.0609347800697199	0.137818237406966	0.00812875289890045	0.0143283488773967	0.00738825625622151	0.0448293559319186	0.0437070305951312	0.029183508693808	0.0322908024311095	0.0736988969273765	0.0921583274650617	0.0232033270271372	0.0193681445777757	0.0131423616768901	0.0142118615273538	0.0292094448748966	0.0236757259120346	0.0434977308344326	0.0251750250855574	0.0313268818958758	0.0298936965930976	0.0194564035232836	0.0720229369830298	0.0293509025067149	0.00739814777143688	0.00839323273191232
54400	-1047.75364595249	-1075.73172328914	0.683309875199182	1.20623768118222	1.45809681594222	0.910449869366616	0.389014903888682	12	8903178883040665	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00590987103501202	0.0144195319028092	0.0201987075470362	0.0181360723002279	0.0609347800697199	0.137818237406966	0.00169946937755652	0.0143283488773967	0.00738825625622151	0.0448293559319186	0.0437070305951312	0.0193435629999888	0.0322908024311095	0.0736988969273765	0.0900931345859882	0.0232033270271372	0.0115771722354166	0.0131423616768901	0.0142118615273538	0.0333600197608884	0.0259544345473868	0.0434977308344326	0.0170429949238833	0.0313268818958758	0.0478960962682817	0.0194564035232836	0.0270997679846398	0.0293509025067149	0.0540478233971512	0.0240361636462055
